Instrument,SessionContext,TotalBars,Prefix,Quadruplet,Count,ConditionalProbability
ES,RTH,350,Unresolved->Unresolved->Unresolved,Unresolved->Unresolved->Unresolved->Unknown,1,0.53
ES,RTH,350,Unresolved->Unresolved->Unknown,Unresolved->Unresolved->Unknown->Unknown,1,100.00
ES,RTH,350,Unresolved->Unknown->Unknown,Unresolved->Unknown->Unknown->Unknown,1,100.00
ES,RTH,350,Unresolved->Unresolved->Unresolved,Unresolved->Unresolved->Unresolved->Directional,6,3.21
ES,RTH,350,Unresolved->Unresolved->Directional,Unresolved->Unresolved->Directional->Directional,5,71.43
ES,RTH,350,Unresolved->Directional->Directional,Unresolved->Directional->Directional->Degrading,3,50.00
ES,RTH,350,Directional->Directional->Degrading,Directional->Directional->Degrading->Unresolved,2,33.33
ES,RTH,350,Directional->Degrading->Unresolved,Directional->Degrading->Unresolved->Unresolved,2,50.00
ES,RTH,350,Degrading->Unresolved->Unresolved,Degrading->Unresolved->Unresolved->Unresolved,6,60.00
ES,RTH,350,Unresolved->Directional->Directional,Unresolved->Directional->Directional->Directional,3,50.00
ES,RTH,350,Directional->Directional->Directional,Directional->Directional->Directional->Directional,8,66.67
ES,RTH,350,Directional->Directional->Directional,Directional->Directional->Directional->Degrading,3,25.00
ES,RTH,350,Directional->Directional->Degrading,Directional->Directional->Degrading->Balance,1,16.67
ES,RTH,350,Directional->Degrading->Balance,Directional->Degrading->Balance->Degrading,1,50.00
ES,RTH,350,Degrading->Balance->Degrading,Degrading->Balance->Degrading->Degrading,1,50.00
ES,RTH,350,Balance->Degrading->Degrading,Balance->Degrading->Degrading->Unresolved,1,100.00
ES,RTH,350,Degrading->Degrading->Unresolved,Degrading->Degrading->Unresolved->Unresolved,3,60.00
ES,RTH,350,Unresolved->Unresolved->Directional,Unresolved->Unresolved->Directional->Degrading,2,28.57
ES,RTH,350,Unresolved->Directional->Degrading,Unresolved->Directional->Degrading->Unresolved,1,50.00
ES,RTH,350,Degrading->Unresolved->Unresolved,Degrading->Unresolved->Unresolved->Balance,2,20.00
ES,RTH,350,Unresolved->Unresolved->Balance,Unresolved->Unresolved->Balance->Unresolved,7,70.00
ES,RTH,350,Unresolved->Balance->Unresolved,Unresolved->Balance->Unresolved->Unresolved,7,77.78
ES,RTH,350,Balance->Unresolved->Unresolved,Balance->Unresolved->Unresolved->Unresolved,10,90.91
ES,RTH,350,Unresolved->Unresolved->Unresolved,Unresolved->Unresolved->Unresolved->Degrading,3,1.60
ES,RTH,350,Unresolved->Unresolved->Degrading,Unresolved->Unresolved->Degrading->Directional,1,20.00
ES,RTH,350,Unresolved->Degrading->Directional,Unresolved->Degrading->Directional->Degrading,1,100.00
ES,RTH,350,Degrading->Directional->Degrading,Degrading->Directional->Degrading->Unresolved,1,50.00
ES,RTH,350,Directional->Degrading->Unresolved,Directional->Degrading->Unresolved->Degrading,1,25.00
ES,RTH,350,Degrading->Unresolved->Degrading,Degrading->Unresolved->Degrading->Unresolved,2,66.67
ES,RTH,350,Unresolved->Degrading->Unresolved,Unresolved->Degrading->Unresolved->Unresolved,4,80.00
ES,RTH,350,Unresolved->Unresolved->Unresolved,Unresolved->Unresolved->Unresolved->Balance,8,4.28
ES,RTH,350,Directional->Degrading->Unresolved,Directional->Degrading->Unresolved->Directional,1,25.00
ES,RTH,350,Degrading->Unresolved->Directional,Degrading->Unresolved->Directional->Directional,1,100.00
ES,RTH,350,Directional->Directional->Degrading,Directional->Directional->Degrading->Degrading,2,33.33
ES,RTH,350,Directional->Degrading->Degrading,Directional->Degrading->Degrading->Degrading,3,100.00
ES,RTH,350,Degrading->Degrading->Degrading,Degrading->Degrading->Degrading->Degrading,9,64.29
ES,RTH,350,Degrading->Degrading->Degrading,Degrading->Degrading->Degrading->Unresolved,3,21.43
ES,RTH,350,Degrading->Degrading->Unresolved,Degrading->Degrading->Unresolved->Balance,1,20.00
ES,RTH,350,Degrading->Unresolved->Balance,Degrading->Unresolved->Balance->Unresolved,1,100.00
ES,RTH,350,Unresolved->Balance->Unresolved,Unresolved->Balance->Unresolved->Balance,2,22.22
ES,RTH,350,Balance->Unresolved->Balance,Balance->Unresolved->Balance->Unresolved,1,33.33
ES,RTH,350,Unresolved->Unresolved->Balance,Unresolved->Unresolved->Balance->Balance,3,30.00
ES,RTH,350,Unresolved->Balance->Balance,Unresolved->Balance->Balance->Unresolved,4,80.00
ES,RTH,350,Balance->Balance->Unresolved,Balance->Balance->Unresolved->Degrading,1,25.00
ES,RTH,350,Balance->Unresolved->Degrading,Balance->Unresolved->Degrading->Degrading,1,100.00
ES,RTH,350,Unresolved->Degrading->Degrading,Unresolved->Degrading->Degrading->Degrading,2,66.67
ES,RTH,350,Degrading->Degrading->Unresolved,Degrading->Degrading->Unresolved->Degrading,1,20.00
ES,RTH,350,Unresolved->Unresolved->Degrading,Unresolved->Unresolved->Degrading->Degrading,1,20.00
ES,RTH,350,Unresolved->Degrading->Degrading,Unresolved->Degrading->Degrading->Unresolved,1,33.33
ES,RTH,350,Degrading->Unresolved->Unresolved,Degrading->Unresolved->Unresolved->Degrading,2,20.00
ES,RTH,350,Unresolved->Unresolved->Degrading,Unresolved->Unresolved->Degrading->Unresolved,3,60.00
ES,RTH,350,Balance->Balance->Unresolved,Balance->Balance->Unresolved->Unresolved,3,75.00
ES,RTH,350,Balance->Unresolved->Unresolved,Balance->Unresolved->Unresolved->Balance,1,9.09
ES,RTH,350,Balance->Unresolved->Balance,Balance->Unresolved->Balance->Balance,2,66.67
ES,RTH,350,Unresolved->Degrading->Unresolved,Unresolved->Degrading->Unresolved->Degrading,1,20.00
ES,RTH,350,Degrading->Unresolved->Degrading,Degrading->Unresolved->Degrading->Degrading,1,33.33
ES,RTH,350,Degrading->Degrading->Degrading,Degrading->Degrading->Degrading->Balance,1,7.14
ES,RTH,350,Degrading->Degrading->Balance,Degrading->Degrading->Balance->Unresolved,1,100.00
ES,RTH,350,Degrading->Balance->Unresolved,Degrading->Balance->Unresolved->Balance,1,50.00
ES,RTH,350,Unresolved->Balance->Balance,Unresolved->Balance->Balance->Balance,1,20.00
ES,RTH,350,Balance->Balance->Balance,Balance->Balance->Balance->Balance,2,66.67
ES,RTH,350,Balance->Balance->Balance,Balance->Balance->Balance->Degrading,1,33.33
ES,RTH,350,Balance->Balance->Degrading,Balance->Balance->Degrading->Balance,1,100.00
ES,RTH,350,Balance->Degrading->Balance,Balance->Degrading->Balance->Degrading,1,100.00
ES,RTH,350,Degrading->Balance->Degrading,Degrading->Balance->Degrading->Unresolved,1,50.00
ES,RTH,350,Balance->Degrading->Unresolved,Balance->Degrading->Unresolved->Unresolved,1,100.00
ES,RTH,350,Directional->Directional->Directional,Directional->Directional->Directional->Unresolved,1,8.33
ES,RTH,350,Directional->Directional->Unresolved,Directional->Directional->Unresolved->Unresolved,1,100.00
ES,RTH,350,Directional->Unresolved->Unresolved,Directional->Unresolved->Unresolved->Directional,1,100.00
ES,RTH,350,Degrading->Degrading->Degrading,Degrading->Degrading->Degrading->Directional,1,7.14
ES,RTH,350,Degrading->Degrading->Directional,Degrading->Degrading->Directional->Directional,1,100.00
ES,RTH,350,Degrading->Directional->Directional,Degrading->Directional->Directional->Directional,1,100.00
ES,RTH,350,Directional->Directional->Degrading,Directional->Directional->Degrading->Directional,1,16.67
ES,RTH,350,Directional->Degrading->Directional,Directional->Degrading->Directional->Degrading,1,100.00
ES,RTH,350,Degrading->Directional->Degrading,Degrading->Directional->Degrading->Balance,1,50.00
ES,RTH,350,Directional->Degrading->Balance,Directional->Degrading->Balance->Unresolved,1,50.00
ES,RTH,350,Degrading->Balance->Unresolved,Degrading->Balance->Unresolved->Unresolved,1,50.00
ES,RTH,350,Unresolved->Directional->Degrading,Unresolved->Directional->Degrading->Degrading,1,50.00
ES,RTH,400,Unknown->Unknown->Unknown,Unknown->Unknown->Unknown->Unresolved,2,100.00
ES,RTH,400,Unknown->Unknown->Unresolved,Unknown->Unknown->Unresolved->Unresolved,2,100.00
ES,RTH,400,Unknown->Unresolved->Unresolved,Unknown->Unresolved->Unresolved->Unresolved,2,100.00
ES,RTH,400,Unresolved->Unresolved->Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,186,89.42
ES,RTH,400,Unresolved->Unresolved->Unresolved,Unresolved->Unresolved->Unresolved->Unknown,1,0.48
ES,RTH,400,Unresolved->Unresolved->Unknown,Unresolved->Unresolved->Unknown->Unknown,1,100.00
ES,RTH,400,Unresolved->Unknown->Unknown,Unresolved->Unknown->Unknown->Unknown,1,100.00
ES,RTH,400,Unresolved->Unresolved->Unresolved,Unresolved->Unresolved->Unresolved->Directional,6,2.88
ES,RTH,400,Unresolved->Unresolved->Directional,Unresolved->Unresolved->Directional->Directional,5,71.43
ES,RTH,400,Unresolved->Directional->Directional,Unresolved->Directional->Directional->Degrading,3,50.00
ES,RTH,400,Directional->Directional->Degrading,Directional->Directional->Degrading->Unresolved,2,33.33
ES,RTH,400,Directional->Degrading->Unresolved,Directional->Degrading->Unresolved->Unresolved,2,50.00
ES,RTH,400,Degrading->Unresolved->Unresolved,Degrading->Unresolved->Unresolved->Unresolved,7,58.33
ES,RTH,400,Unresolved->Directional->Directional,Unresolved->Directional->Directional->Directional,3,50.00
ES,RTH,400,Directional->Directional->Directional,Directional->Directional->Directional->Directional,8,66.67
ES,RTH,400,Directional->Directional->Directional,Directional->Directional->Directional->Degrading,3,25.00
ES,RTH,400,Directional->Directional->Degrading,Directional->Directional->Degrading->Balance,1,16.67
ES,RTH,400,Directional->Degrading->Balance,Directional->Degrading->Balance->Degrading,1,50.00
ES,RTH,400,Degrading->Balance->Degrading,Degrading->Balance->Degrading->Degrading,2,66.67
ES,RTH,400,Balance->Degrading->Degrading,Balance->Degrading->Degrading->Unresolved,2,100.00
ES,RTH,400,Degrading->Degrading->Unresolved,Degrading->Degrading->Unresolved->Unresolved,4,66.67
ES,RTH,400,Unresolved->Unresolved->Directional,Unresolved->Unresolved->Directional->Degrading,2,28.57
ES,RTH,400,Unresolved->Directional->Degrading,Unresolved->Directional->Degrading->Unresolved,1,50.00
ES,RTH,400,Degrading->Unresolved->Unresolved,Degrading->Unresolved->Unresolved->Balance,3,25.00
ES,RTH,400,Unresolved->Unresolved->Balance,Unresolved->Unresolved->Balance->Unresolved,10,66.67
ES,RTH,400,Unresolved->Balance->Unresolved,Unresolved->Balance->Unresolved->Unresolved,10,83.33
ES,RTH,400,Balance->Unresolved->Unresolved,Balance->Unresolved->Unresolved->Unresolved,14,87.50
ES,RTH,400,Unresolved->Unresolved->Unresolved,Unresolved->Unresolved->Unresolved->Degrading,5,2.40
ES,RTH,400,Unresolved->Unresolved->Degrading,Unresolved->Unresolved->Degrading->Directional,1,14.29
ES,RTH,400,Unresolved->Degrading->Directional,Unresolved->Degrading->Directional->Degrading,1,100.00
ES,RTH,400,Degrading->Directional->Degrading,Degrading->Directional->Degrading->Unresolved,1,50.00
ES,RTH,400,Directional->Degrading->Unresolved,Directional->Degrading->Unresolved->Degrading,1,25.00
ES,RTH,400,Degrading->Unresolved->Degrading,Degrading->Unresolved->Degrading->Unresolved,2,66.67
ES,RTH,400,Unresolved->Degrading->Unresolved,Unresolved->Degrading->Unresolved->Unresolved,5,83.33
ES,RTH,400,Unresolved->Unresolved->Unresolved,Unresolved->Unresolved->Unresolved->Balance,10,4.81
ES,RTH,400,Directional->Degrading->Unresolved,Directional->Degrading->Unresolved->Directional,1,25.00
ES,RTH,400,Degrading->Unresolved->Directional,Degrading->Unresolved->Directional->Directional,1,100.00
ES,RTH,400,Directional->Directional->Degrading,Directional->Directional->Degrading->Degrading,2,33.33
ES,RTH,400,Directional->Degrading->Degrading,Directional->Degrading->Degrading->Degrading,3,100.00
ES,RTH,400,Degrading->Degrading->Degrading,Degrading->Degrading->Degrading->Degrading,9,64.29
ES,RTH,400,Degrading->Degrading->Degrading,Degrading->Degrading->Degrading->Unresolved,3,21.43
ES,RTH,400,Degrading->Degrading->Unresolved,Degrading->Degrading->Unresolved->Balance,1,16.67
ES,RTH,400,Degrading->Unresolved->Balance,Degrading->Unresolved->Balance->Unresolved,1,100.00
ES,RTH,400,Unresolved->Balance->Unresolved,Unresolved->Balance->Unresolved->Balance,2,16.67
ES,RTH,400,Balance->Unresolved->Balance,Balance->Unresolved->Balance->Unresolved,1,33.33
ES,RTH,400,Unresolved->Unresolved->Balance,Unresolved->Unresolved->Balance->Balance,5,33.33
ES,RTH,400,Unresolved->Balance->Balance,Unresolved->Balance->Balance->Unresolved,5,71.43
ES,RTH,400,Balance->Balance->Unresolved,Balance->Balance->Unresolved->Degrading,1,16.67
ES,RTH,400,Balance->Unresolved->Degrading,Balance->Unresolved->Degrading->Degrading,1,100.00
ES,RTH,400,Unresolved->Degrading->Degrading,Unresolved->Degrading->Degrading->Degrading,2,50.00
ES,RTH,400,Degrading->Degrading->Unresolved,Degrading->Degrading->Unresolved->Degrading,1,16.67
ES,RTH,400,Unresolved->Unresolved->Degrading,Unresolved->Unresolved->Degrading->Degrading,2,28.57
ES,RTH,400,Unresolved->Degrading->Degrading,Unresolved->Degrading->Degrading->Unresolved,1,25.00
ES,RTH,400,Degrading->Unresolved->Unresolved,Degrading->Unresolved->Unresolved->Degrading,2,16.67
ES,RTH,400,Unresolved->Unresolved->Degrading,Unresolved->Unresolved->Degrading->Unresolved,4,57.14
ES,RTH,400,Balance->Balance->Unresolved,Balance->Balance->Unresolved->Unresolved,5,83.33
ES,RTH,400,Balance->Unresolved->Unresolved,Balance->Unresolved->Unresolved->Balance,2,12.50
ES,RTH,400,Balance->Unresolved->Balance,Balance->Unresolved->Balance->Balance,2,66.67
ES,RTH,400,Unresolved->Degrading->Unresolved,Unresolved->Degrading->Unresolved->Degrading,1,16.67
ES,RTH,400,Degrading->Unresolved->Degrading,Degrading->Unresolved->Degrading->Degrading,1,33.33
ES,RTH,400,Degrading->Degrading->Degrading,Degrading->Degrading->Degrading->Balance,1,7.14
ES,RTH,400,Degrading->Degrading->Balance,Degrading->Degrading->Balance->Unresolved,1,50.00
ES,RTH,400,Degrading->Balance->Unresolved,Degrading->Balance->Unresolved->Balance,1,50.00
ES,RTH,400,Unresolved->Balance->Balance,Unresolved->Balance->Balance->Balance,2,28.57
ES,RTH,400,Balance->Balance->Balance,Balance->Balance->Balance->Balance,3,60.00
ES,RTH,400,Balance->Balance->Balance,Balance->Balance->Balance->Degrading,1,20.00
ES,RTH,400,Balance->Balance->Degrading,Balance->Balance->Degrading->Balance,1,100.00
ES,RTH,400,Balance->Degrading->Balance,Balance->Degrading->Balance->Degrading,1,100.00
ES,RTH,400,Degrading->Balance->Degrading,Degrading->Balance->Degrading->Unresolved,1,33.33
ES,RTH,400,Balance->Degrading->Unresolved,Balance->Degrading->Unresolved->Unresolved,1,100.00
ES,RTH,400,Directional->Directional->Directional,Directional->Directional->Directional->Unresolved,1,8.33
ES,RTH,400,Directional->Directional->Unresolved,Directional->Directional->Unresolved->Unresolved,1,100.00
ES,RTH,400,Directional->Unresolved->Unresolved,Directional->Unresolved->Unresolved->Directional,1,100.00
ES,RTH,400,Degrading->Degrading->Degrading,Degrading->Degrading->Degrading->Directional,1,7.14
ES,RTH,400,Degrading->Degrading->Directional,Degrading->Degrading->Directional->Directional,1,100.00
ES,RTH,400,Degrading->Directional->Directional,Degrading->Directional->Directional->Directional,1,100.00
ES,RTH,400,Directional->Directional->Degrading,Directional->Directional->Degrading->Directional,1,16.67
ES,RTH,400,Directional->Degrading->Directional,Directional->Degrading->Directional->Degrading,1,100.00
ES,RTH,400,Degrading->Directional->Degrading,Degrading->Directional->Degrading->Balance,1,50.00
ES,RTH,400,Directional->Degrading->Balance,Directional->Degrading->Balance->Unresolved,1,50.00
ES,RTH,400,Degrading->Balance->Unresolved,Degrading->Balance->Unresolved->Unresolved,1,50.00
ES,RTH,400,Unresolved->Directional->Degrading,Unresolved->Directional->Degrading->Degrading,1,50.00
ES,RTH,400,Balance->Balance->Balance,Balance->Balance->Balance->Unresolved,1,20.00
ES,RTH,400,Unresolved->Degrading->Degrading,Unresolved->Degrading->Degrading->Balance,1,25.00
ES,RTH,400,Degrading->Degrading->Balance,Degrading->Degrading->Balance->Degrading,1,50.00
